id,name,address,zip,latitude,longitude,star,review_count,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15
ow5ku7hfMqU94mylTd3WlQ,Vivido Gelato,"1000 S Rampart Blvd, Ste 15",89145,36.1604696,-115.2898892,4,117,Gelato,Food,Desserts,Ice Cream & Frozen Yogurt,Coffee & Tea,,,,,,,,,,
dGuVYsA5DMCm_TjSbX6x7g,Windy City Beefs N Pizza,9711 S Eastern Ave,89183,36.01249907,-115.1195256,4,342,Hot Dogs,Pizza,Restaurants,,,,,,,,,,,,
rq5dgoksPHkJwJNQKlGQ7w,Sambalatte Torrefazione,"750 S Rampart Blvd, Ste 9",89145,36.16418023,-115.2896297,4,704,Restaurants,Food,American (New),Breakfast & Brunch,Cafes,Coffee & Tea,,,,,,,,,
uBCRRQJ4ukFaE_UyY6T1uQ,China Grill,"Mandalay Bay Hotel and Casino, 3950 Las Vegas Blvd S",89119,36.09226829,-115.1764369,3.5,131,Restaurants,Chinese,,,,,,,,,,,,,
kXxSkjIByGp4X6-FIO8_Qw,The Diner at LVM Resort,8175 Arville St,89139,36.04089797,-115.1996833,4.5,112,American (Traditional),Breakfast & Brunch,Restaurants,Diners,,,,,,,,,,,
9Rs7n2LbINBN8kLbScjhmA,The Cr̻pe,"420 S Rampart Blvd, Ste 150",89145,36.1671901,-115.2855925,3.5,179,Music Venues,Food Trucks,Caterers,Food Delivery Services,Cafes,Food,Breakfast & Brunch,Creperies,Juice Bars & Smoothies,Restaurants,Vegetarian,Nightlife,Event Planning & Services,Arts & Entertainment,Desserts
3LWsVfsSmb_Nzbi2YQ-NIA,Delhi Indian Cuisine,4022 S Maryland Pkwy,89119,36.11616416,-115.1360921,4,486,Halal,Vegetarian,Indian,Restaurants,Buffets,Food Delivery Services,Food,,,,,,,,
zlWxr92l1zCLc81SeqlXtA,Sprouts Farmers Market,4020 S Rainbow Blvd,89103,36.11533449,-115.2413122,4,138,Specialty Food,Fruits & Veggies,Shopping,Farmers Market,Health Markets,Personal Shopping,Food,Grocery,,,,,,,
BI3kK6a6ko6yfz9TviQ7Aw,Fortune Hotel & Suites,325 E Flamingo Rd,89169,36.11334,-115.158088,2,115,Hotels,Hotels & Travel,Event Planning & Services,,,,,,,,,,,,
Ums3gaP2qM3W1XcA5r6SsQ,Braddah's Island Style,6410 N Durango Dr,89149,36.27761365,-115.2870446,4,259,Asian Fusion,Food,Hawaiian,Mexican,Desserts,Restaurants,,,,,,,,,
TCWMgOiV0PxQkWE1SyBIWQ,Nobu,"Hard Rock Hotel & Casino, 4455 Paradise Rd",89169,36.10916361,-115.1534933,4,890,Restaurants,Sushi Bars,Japanese,,,,,,,,,,,,
ciDXNLbcwI7qt5guNKZPIw,Jersey Boys,"The Palazzo, 3325 Las Vegas Blvd S",89109,36.1407035,-115.1823137,4.5,194,Arts & Entertainment,Performing Arts,,,,,,,,,,,,,
dcqHjnmKPDdOseYEo6SdAw,The Shops at Crystals,3720 S Las Vegas Blvd,89158,36.10788944,-115.1744628,3.5,301,Jewelry,Shopping,Shopping Centers,,,,,,,,,,,,
16tWXenJ1wTqugXJU7yiZg,808 Sushi,7435 S Durango Dr,89113,36.0529956,-115.2799348,3.5,408,Sushi Bars,Restaurants,Food,Desserts,,,,,,,,,,,
FsbzGuFBMVV99T2otrfsmA,ChillSpot by SasaSweets,"707 E Fremont St, Ste 1300",89101,36.16752618,-115.138435,4.5,126,Desserts,Shaved Ice,Ice Cream & Frozen Yogurt,Food,,,,,,,,,,,
mmbXj7CmjGbH-wR3j6cD0w,Sweet Tomatoes,"9460 W Flamingo Rd, Ste 100",89147,36.1152681,-115.298302,3.5,234,Vegetarian,Salad,Soup,Restaurants,Buffets,,,,,,,,,,
ostVuyoxxQiP3Qik_L7nPA,BJ's Restaurant & Brewhouse,5881 Centennial Center Blvd,89149,36.269812,-115.261465,3,358,American (New),Food,Breweries,Restaurants,Pizza,,,,,,,,,,
RCdWzJI0acxponN70QDRcw,Delano Las Vegas,3940 Las Vegas Blvd S,89119,36.090182,-115.176807,3,415,Hotels,Hotels & Travel,Event Planning & Services,,,,,,,,,,,,
OFw59czUoeeosFMKfRawmg,Gordon Biersch Brewery Restaurant,3987 Paradise Rd,89169,36.1170027,-115.1552488,3.5,300,Bars,Breweries,American (New),Restaurants,Food,Nightlife,,,,,,,,,
bCYZD_C3ZJLXPnKBc0sAUw,Jim Marsh Kia,8555 W Centennial Pkwy,89149,36.2772607,-115.2812019,3,158,Car Dealers,Auto Repair,Automotive,,,,,,,,,,,,
hihud--QRriCYZw1zZvW4g,Gangnam Asian BBQ Dining,4480 Paradise Rd,89169,36.108898,-115.151261,4.5,4120,Korean,Japanese,Restaurants,Tapas\/Small Plates,Asian Fusion,Barbeque,,,,,,,,,
vOfz55MmWgjNQ3BA2PnhgQ,Marilyn's Cafe,"The Tuscany Suites & Casino, 255 E Flamingo Rd",89169,36.11343671,-115.1595068,4,474,American (Traditional),Restaurants,,,,,,,,,,,,,
1yWINuTOUBQj8ELqRNDOWA,Gelato Bar,3849 Spring Mountain Rd,89102,36.1265013,-115.1912003,4.5,347,Food,Gelato,Desserts,Coffee & Tea,,,,,,,,,,,
HVFKw_1abKVGYscxYKlKYA,Al's Beef,6840 W Sahara Ave,89146,36.14463432,-115.2415717,3.5,163,Hot Dogs,Sandwiches,Italian,Restaurants,,,,,,,,,,,
_sh6mIBWZis66mAjkjN8Qg,Rachel's Kitchen,9691 Trailwood Dr,89134,36.1909406,-115.3072017,3.5,209,American (Traditional),Breakfast & Brunch,Juice Bars & Smoothies,Sandwiches,Food,American (New),Restaurants,,,,,,,,
vx4YAA02Qz6khRD1fZ1MFA,Ping Pang Pong,"Gold Coast Hotel & Casino, 4000 W Flamingo Rd",89103,36.11530883,-115.1952016,3.5,697,Restaurants,Dim Sum,Seafood,Cantonese,Chinese,,,,,,,,,,
#NAME?,Tequila Bar and Grill,"Bally's Hotel and Casino, 3645 Las Vegas Blvd S",89136,36.11599166,-115.171309,3.5,167,Bars,Restaurants,Nightlife,Mexican,,,,,,,,,,,
WlBvw6R1Qe2yIaZp-2ilZA,Toros Cantina & Gaming,11760 W Charleston Blvd,89138,36.15948327,-115.3516784,3.5,236,Restaurants,Tapas Bars,American (New),Mexican,Shopping,Books,Mags,Music & Video,Videos & Video Game Rental,,,,,,
pFQaji0idkrzv5J-qTQ82Q,Golden Corral,1455 S Lamb Blvd,89104,36.1550616,-115.0827729,3,569,Restaurants,Buffets,American (Traditional),,,,,,,,,,,,
kd1VNJdd92T2eQ4hqvYQ5A,Above the Crust,7810 W Ann Rd,89149,36.2638786,-115.2659113,4,158,Chicken Wings,Pizza,Restaurants,Salad,,,,,,,,,,,
DkZnIPTPce-R2uoF-euYyQ,DT's Filipino Food,7320 S Rainbow Blvd,89118,36.0553574,-115.2414974,2.5,211,Restaurants,Barbeque,Filipino,American (New),,,,,,,,,,,
rvnTFEq7R2ZHg0_CYbBNFw,Village Seafood Buffet,"Rio All-Suite Hotel & Casino, 3700 W. Flamingo Road",89103,36.118117,-115.187298,3.5,823,Seafood,Buffets,Restaurants,,,,,,,,,,,,
hJkGfdNlHTfqFTeZ1xkjrw,Design & Dine,"7250 S Durango Dr, Ste 120",89148,36.05658,-115.278506,4.5,101,Wine Bars,Restaurants,Paint & Sip,Event Planning & Services,Bars,Nightlife,Party & Event Planning,American (New),Arts & Entertainment,,,,,,
gRCEObNuHtI61xR32ytqNQ,Palace Station Hotel & Casino,2411 W Sahara Ave,89102,36.1427819,-115.1747468,2.5,560,Hotels & Travel,Casinos,Restaurants,Event Planning & Services,Arts & Entertainment,Hotels,,,,,,,,,
yGd87bkFijZ6YHrHtW5maA,Basil Thai Fusion,4341 N Rancho Dr,89130,36.23778173,-115.231437,3.5,110,Thai,Restaurants,Italian,American (New),,,,,,,,,,,
lAR6Lj6-zBxQNqflZt0zTQ,Buca di Beppo Italian Restaurant,412 E Flamingo Rd,89169,36.11495536,-115.1518661,3,287,Restaurants,Italian,Caterers,Event Planning & Services,Food,Pizza,,,,,,,,,
rsGqm4UHTp4NB4sr9ca1YA,Oasis Moving and Storage,2915 Coleman St,89032,36.2122694,-115.176012,1,106,Home Services,Movers,Self Storage,Local Services,,,,,,,,,,,
makqSKZaz1aUipoWBW0BsA,"The Westin Las Vegas Hotel, Casino & Spa",160 East Flamingo Rd,89109,36.1152191,-115.165739,3,507,Hotels,Event Planning & Services,Arts & Entertainment,Casinos,Restaurants,Hotels & Travel,,,,,,,,,
owLXnEhlMLsFpemYoOxNkg,Tuscany Hotel & Casino,255 E Flamingo Rd,89169,36.1133965,-115.1600873,3.5,532,Event Planning & Services,Casinos,Arts & Entertainment,Hotels & Travel,Hotels,,,,,,,,,,
OPxWcHK96_cbmiF7legDnA,McCormick & Schmick's Seafood & Steaks,335 Hughes Center Dr,89169,36.11507549,-115.1569413,3.5,218,Seafood,Restaurants,American (Traditional),Steakhouses,,,,,,,,,,,
PRBSiB7ytkLKHVZoBYPxpQ,Kusina Ni Lorraine,3507 S Maryland Pkwy,89169,36.1262983,-115.1376254,3.5,134,Restaurants,Buffets,Filipino,,,,,,,,,,,,
Jy6ru0Hz-9Yc5v006-YmUQ,Fruits and Roots,"7885 W Sunset Rd, Ste 180",89113,36.0702141,-115.2620348,4.5,157,Juice Bars & Smoothies,Specialty Food,Food,Organic Stores,Gluten-Free,Restaurants,Vegan,,,,,,,,
p5PRvPUhJrA-QHhm5xOU7Q,Philly Steak Express,6446 N Durango Rd,89149,36.27809,-115.28715,3.5,146,Pizza,Sandwiches,Salad,Burgers,Restaurants,,,,,,,,,,
UpW3jyJ3_kTG7oDSflwnMA,Archi's Thai Kitchen,6360 W Flamingo Rd,89103,36.1148157,-115.2309704,4,332,Restaurants,Thai,,,,,,,,,,,,,
8wt-saX_qXaqVCXQHc5qXw,Sporting Life Bar,7770 S Jones Blvd,89139,36.048195,-115.224919,4,153,Pubs,American (New),Restaurants,Gastropubs,Sports Bars,Nightlife,Bars,,,,,,,,
Wg9272hxpu9IBTXMTB6EeQ,Chili's,7335 Arroyo Crossing Pkwy,89113,36.06275709,-115.2524231,2.5,155,Tex-Mex,Bars,Nightlife,American (New),American (Traditional),Restaurants,,,,,,,,,
nEAoUNf1HrXAWidrwocozg,Vanity Nightclub,4455 Paradise Rd,89169,36.1100828,-115.1538714,3,197,Dance Clubs,Nightlife,Lounges,Bars,,,,,,,,,,,
yGqvmPtlFZMPhLBlNQyggg,Maui Rose Hawaiian BBQ,"2600 W Sahara Ave, Ste 101",89102,36.1452198,-115.1766512,4,133,Restaurants,Hawaiian,,,,,,,,,,,,,
3rj1qpgFvkRWtAka17mhEQ,Mimi's Cafe,6760 N Durango Dr,89149,36.28286913,-115.2871548,3,169,Breakfast & Brunch,Restaurants,Cafes,American (Traditional),,,,,,,,,,,
B0Vm2tge4I2JJlZhD4sl0Q,35 Steaks + Martinis,"Hard Rock Hotel & Casino, 4455 Paradise Rd",89169,36.1102226,-115.155311,4,173,Restaurants,Steakhouses,,,,,,,,,,,,,
T-eEjmbEeQ53ezioW_9vxQ,Phil's Italian Steak House,3300 Las Vegas Blvd S,89136,36.124571,-115.1724277,3,116,Restaurants,Nightlife,Bars,Steakhouses,,,,,,,,,,,
DESv2ys6SjBKA4SyDtJvxw,Ferraro's Italian Restaurant & Wine Bar,4480 Paradise Rd,89169,36.10919834,-115.1519554,4,642,Wine Bars,Restaurants,Italian,Nightlife,Food,Bars,,,,,,,,,
8A8-xCeCZ3mKcpYT_P8_qQ,A Robert Cromeans Salon,"Mandalay Bay, 3950 Las Vegas Blvd S, Beach Level",89119,36.231812,-115.067739,4.5,113,Hair Salons,Beauty & Spas,,,,,,,,,,,,,
JJAwT9R6Fp2yyWHtWFA8uQ,Sushi Way,"3900 Paradise Rd, Ste B",89169,36.118841,-115.154483,4.5,615,Sushi Bars,Japanese,Asian Fusion,Restaurants,Salad,,,,,,,,,,
Apkr-qykgpUI5ltIw7B-7Q,Stake Out Bar & Grill,4800 S Maryland Pkwy,89119,36.1027088,-115.1363023,4,100,Nightlife,Bars,American (New),Restaurants,Sports Bars,Pubs,,,,,,,,,
zlHSnkKKZLtkaX9CljvryA,Firefly,"The Plaza, 1 Main St",89101,36.17116998,-115.1260876,4,120,Tapas Bars,Restaurants,,,,,,,,,,,,,
po0p6NIro0cDrmKkcyPy0w,To See Roll,"7040 S Rainbow Blvd, Ste 110",89113,36.0605553,-115.2417218,4.5,217,Restaurants,Japanese,Food,Poke,Sushi Bars,Hawaiian,,,,,,,,,
eiTWTVThkHr-DKXxIysbgA,Sweet Pok̩,"7965 S Rainbow Blvd, Ste 135",89139,36.0433621,-115.2434483,4.5,172,Poke,Restaurants,Hawaiian,Asian Fusion,Japanese,Food,,,,,,,,,
fQt9QVAZM9PM0wFDdROvWw,Frankie's Tiki Room,1712 W Charleston Blvd,89102,36.1591684,-115.1646372,4.5,704,Bars,Tiki Bars,Nightlife,,,,,,,,,,,,
a2JgQgEGm5hMDEhryhMMJg,VEGAS! The Show,"3663 Las Vegas Blvd S, Ste 454",89109,36.110975,-115.172145,4.5,240,Arts & Entertainment,Performing Arts,,,,,,,,,,,,,
2bK1ng2mnRdtTh_BDNGmIg,North End Pizza,6440 N Durango Dr,89149,36.2777222,-115.2863093,3,274,Italian,Pizza,Restaurants,,,,,,,,,,,,
Rd11Bosr8JkfoUhZLzpuxg,The Capital Grille,3200 Las Vegas Blvd S,89109,36.12764837,-115.168328,4.5,521,Nightlife,Bars,Steakhouses,American (Traditional),Seafood,Wine Bars,Restaurants,,,,,,,,
w8pbtr9dLq7RENGYXvldMA,Fizz Las Vegas,"Caesars Palace Las Vegas Hotel & Casino, 3570 Las Vegas Boulevard South",89109,36.1161559,-115.1750576,4,184,Adult Entertainment,Nightlife,Bars,Cocktail Bars,,,,,,,,,,,
SqxIx0KbTmCvUlOfkjamew,Thai Style Noodle House,2267 N Rampart Blvd,89134,36.201845,-115.282141,4,254,Restaurants,Vegan,Thai,,,,,,,,,,,,
LZSyWy4IHgXg6QhW2jrBlw,Romano's Macaroni Grill,2400 W. Sahara Ave.,89102,36.1447171,-115.175034,3,105,Restaurants,Italian,,,,,,,,,,,,,
9cw870n3gsGikVoOT5YOYg,Pier 215,"7060 S Durango Dr, Ste 101",89113,36.06092286,-115.2773718,4.5,312,Restaurants,Sushi Bars,Seafood,American (New),American (Traditional),Asian Fusion,Japanese,,,,,,,,
VmVTDmlLZdwoRVTJO4niaQ,Jin Mee Korean BBQ Restaurant,"953 E Sahara Ave, Ste E9",89136,36.143672,-115.1409598,3.5,116,Barbeque,Restaurants,Korean,,,,,,,,,,,,
95CCHowiE0W_ovv5-9lQAQ,Fat Boy,"4425 Stewart St, Ste 107",89110,36.1670439,-115.0801061,4.5,209,Restaurants,Pizza,Mexican,Burgers,,,,,,,,,,,
dVhGY-mNwTWQzK01Zxuclw,Yunnan Garden,3934 Schiff Dr,89103,36.1249257,-115.1923226,3.5,249,Szechuan,Chinese,Restaurants,Noodles,,,,,,,,,,,
YILyHegzhy1vlc_LNVfObw,Bottiglia Cucina & Enoteca,2300 Paseo Verde Pkwy,89052,36.020696,-115.0901928,4.5,240,Bars,Nightlife,Italian,Restaurants,Wine Bars,,,,,,,,,,
TeHB4-F_5Mwg1VE2Uzu0Ag,Buca di Beppo Italian Restaurant,3850 Las Vegas Blvd S,89109,36.09898453,-115.1750461,3,311,Food,Restaurants,Pizza,Caterers,Italian,Event Planning & Services,,,,,,,,,
KPV_FVNWkgmYh1ArVlt6kg,Lagasse's Stadium,"The Palazzo, 3325 Las Vegas Blvd S",89109,36.12315113,-115.170309,3,503,Nightlife,Bars,Sports Bars,,,,,,,,,,,,
Dxaz8OxaadecnWol18kAtw,Yellowtail,"Bellagio Las Vegas, 3600 S Las Vegas Blvd",89109,36.11199,-115.177001,3.5,722,Japanese,Restaurants,Food,Beer,Wine & Spirits,Steakhouses,,,,,,,,,
9lqPRnnxUA47dacFK9lhtQ,Va Bene Caff̬,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",89109,36.10956362,-115.1742197,3.5,183,Cafes,Coffee & Tea,Food,Restaurants,Desserts,,,,,,,,,,
VLMddV7T_T00PWePRdTT0g,David's Bridal,2600 W Sahara Ave,89102,36.14522846,-115.1767668,3.5,151,Flowers & Gifts,Fashion,Shopping,Bridal,,,,,,,,,,,
iihSyIgl_1Kz7QU5s0R7bQ,La Quinta Inn & Suites Las Vegas Airport N Conv.,3970 Paradise Rd,89109,36.116903,-115.154008,2.5,132,Hotels,Event Planning & Services,Hotels & Travel,,,,,,,,,,,,
iPWlBvIjyr9-xg_WbL-Z1Q,Department of Motor Vehicles,7170 N Decatur Blvd,89131,36.2901027,-115.2051309,3,107,Automotive,Departments of Motor Vehicles,Public Services & Government,,,,,,,,,,,,
hRZadfm7OEOzk0qjuk8BXg,Cantina Laredo,"430 S Rampart Blvd, Ste 110",89145,36.1667009,-115.2870029,3.5,358,Food,Restaurants,Specialty Food,Mexican,,,,,,,,,,,
UGiMMw54qYxac0eE_cBbaA,Sammy's Beach Bar & Grill,"McCarran International Airport, 5757 Wayne Newton Blvd",89169,36.0839998,-115.1537389,2,124,Nightlife,Bars,Restaurants,American (New),Mexican,Sports Bars,,,,,,,,,
IhNASEZ3XnBHmuuVnWdIwA,Brew Tea Bar,"7380 S Rainbow Blvd, Ste 101",89139,36.0541948,-115.242443,5,769,Tea Rooms,Cafes,Restaurants,Bubble Tea,Desserts,Food,,,,,,,,,
C6pzMOksXBZ1sRZpzJ02cQ,MJ Live A Michael Jackson Tribute,"Stratosphere, 2000 S Las Vegas Blvd",89104,36.1476947,-115.1563056,4,147,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,
44kd3YdkhXj5XiSPs5XNjQ,FireRock Steakhouse Las Vegas,5990 Centennial Center Blvd,89149,36.2719093,-115.263182,3.5,449,American (Traditional),Restaurants,Seafood,Steakhouses,,,,,,,,,,,
jKrlc4xQIvfzDZ8eNfqxwg,Mandarin Bar,"Mandarin Oriental, 3752 Las Vegas Blvd S",89158,36.10625985,-115.1739693,4.5,342,Bars,Nightlife,Lounges,,,,,,,,,,,,
hsBuzCanNzM2DsOAhYYAhg,ESPA at VDARA,2600 W Harmon Ave,89158,36.1092406,-115.1784884,4,135,Gyms,Beauty & Spas,Active Life,Event Planning & Services,Hotels,Fitness & Instruction,Hair Salons,Hotels & Travel,Day Spas,,,,,,
AbHdwEfXJWqGHqabTb5S5A,TruVape,4059 Spring Mountain Rd,89102,36.1260826,-115.1939386,5,163,Shopping,Vape Shops,Tobacco Shops,Hobby Shops,,,,,,,,,,,
BnMDLIYT17-fl6_pFpFlrA,24\/7 Supertech Locksmith Services,,89144,36.1780112,-115.3133908,5,109,Keys & Locksmiths,Home Services,,,,,,,,,,,,,
pUUgVNS5nBSoCJsBa3fDGw,The Sushi,8427 W Lake Mead Blvd,89128,36.1979599,-115.2793996,3.5,194,Sushi Bars,Restaurants,,,,,,,,,,,,,
bcJmbFHVAkLFqhJbUTdbyQ,Crown Bakery,4355 Spring Mountain Rd,89102,36.125897,-115.198185,4,251,Coffee & Tea,Bakeries,Desserts,Food,,,,,,,,,,,
xfzDtGxx6B4a27RAyah69w,Sushi 21,"4965 W Tropicana Ave, Ste 102",89103,36.0994204,-115.2089924,4,524,Restaurants,Japanese,Sushi Bars,,,,,,,,,,,,
Cpb142L849ilMzgiSR4a0w,Tina's Filipino Cuisine,"7720 S Jones Blvd, Ste 105",89139,36.04888424,-115.2244692,4,142,Restaurants,Filipino,,,,,,,,,,,,,
xXzGPEk3OWiQ1Q9oaH9CqQ,The Spa,"Mandarin Oriental, 3752 Las Vegas Blvd S",89158,36.10596947,-115.1746506,4.5,100,Beauty & Spas,Massage,Day Spas,Hair Salons,,,,,,,,,,,
R8811Sf7uYEa5m3KBc32Qg,JEWEL Nightclub,"Aria Resort And Casino, 3730 Las Vegas Blvd",89158,36.1065992,-115.1775886,2.5,100,Nightlife,Dance Clubs,,,,,,,,,,,,,
lKq4Qsz13FDcAVgp49uukQ,Slice of Vegas,"Mandalay Bay, 3930 Las Vegas Blvd S,Ste 120",89119,36.09128,-115.174098,3.5,430,Vegan,Nightlife,Restaurants,Food,Italian,Bars,Beer,Wine & Spirits,Pizza,,,,,,
906qsOYOdCxUHhJm5T5YrQ,No. 1 Boba Tea,"4255 Spring Mountain Rd, Ste C104",89102,36.1260808,-115.196901,4,297,Juice Bars & Smoothies,Food,Bubble Tea,,,,,,,,,,,,
e2ApirIzYID9xIye0r_gKQ,Farmer Boys,7791 W Tropical Pkwy,89149,36.27111195,-115.2645136,3,131,Restaurants,Sandwiches,Breakfast & Brunch,Burgers,,,,,,,,,,,
nVAJZ6BJ9PPlxDXn976R6A,In-N-Out Burger,4888 Dean Martin Dr,89103,36.1013195,-115.1821862,4,853,Restaurants,Fast Food,Burgers,,,,,,,,,,,,
1CP8aJa8ILlfM5deroar0Q,Wingstop,5045 W Tropicana Ave,89103,36.1002514,-115.2098938,3.5,100,Restaurants,Chicken Wings,American (New),,,,,,,,,,,,
FzxdbuXZXALR2yNRNx8PUA,Executive Las Vegas,3950 W Tompkins Ave,89103,36.1048753,-115.1932713,2.5,103,Hotels & Travel,Limos,Transportation,Taxis,Airport Shuttles,,,,,,,,,,
DV13F0bhe55dV1AhwoO50g,Beauty Bar,517 Fremont St,89101,36.16866684,-115.1400986,3,183,Music Venues,Arts & Entertainment,Nightlife,Bars,Dance Clubs,,,,,,,,,,
SEjyjYlMfFFzkHaru6JadA,Ricardo's Mexican Restaurant,4930 W Flamingo Rd,89103,36.1159213,-115.208547,3.5,316,Mexican,Restaurants,,,,,,,,,,,,,
Qy_tDaVTWlS14fEglzo1Tg,Rachel's Kitchen,3330 S Hualapai Way,89117,36.12888973,-115.3146241,3.5,307,Sandwiches,Burgers,Restaurants,Juice Bars & Smoothies,Food,Breakfast & Brunch,,,,,,,,,
vodCM302JJ_P9yJt1WuH_w,VegeWay,7790 S Jones Blvd,89139,36.04773124,-115.2250327,4.5,126,Burgers,Restaurants,Vegetarian,Sandwiches,Fast Food,Vegan,,,,,,,,,
B32Ghxep_UhiscserSXMSA,Zarkana by Cirque du Soleil,"Aria Resort And Casino, 3730 Las Vegas Blvd S",89158,36.10712666,-115.178175,3.5,706,Casinos,Performing Arts,Arts & Entertainment,,,,,,,,,,,,
FSnqO-YWUdRb0Xc95nXbvw,Lemongrass Caf̩,8820 S Eastern Ave,89123,36.0289643,-115.1171379,3.5,428,Vietnamese,Restaurants,,,,,,,,,,,,,
7SJoMX5ti-VoEsEW6mJLRA,The Smith Center,361 Symphony Park Ave,89106,36.16945525,-115.1507436,4.5,267,Arts & Entertainment,Performing Arts,Opera & Ballet,,,,,,,,,,,,
K1ekU1q26tNrImHrt3rr2A,Century Orleans 18,4500 W Tropicana Ave,89103,36.1057107,-115.2022722,3.5,100,Arts & Entertainment,Cinema,,,,,,,,,,,,,
tuCLe8Rose9TzqDw21ycIA,Lava Grill,3650 E Flamingo Rd,89121,36.11581802,-115.0954666,4,105,Restaurants,Japanese,Barbeque,Hawaiian,,,,,,,,,,,
dn_ipqbm7_jUz5X3rDez_A,Todd English P.U.B.,3720 S Las Vegas Blvd,89158,36.1088082,-115.173583,3.5,1278,Beer,Wine & Spirits,Nightlife,Bars,Gastropubs,Food,Restaurants,British,,,,,,,
hroo5nOO8b9QhHX0GLg7oA,Pho So 1,4745 Spring Mountain Rd,89102,36.1249835,-115.2064306,3.5,779,Restaurants,Vietnamese,,,,,,,,,,,,,
OtSbxxD-WNzlNQlDGpXFSA,IKEA,6500 Ikea Way,89148,36.0689265,-115.280825,3.5,204,Restaurants,Home Decor,Baby Gear & Furniture,Furniture Stores,Scandinavian,Home & Garden,Shopping,,,,,,,,
uSxWwjS7wbK2XeVwlgSqdw,Combat Zone Paintball & the Zombie Apocalypse Experience,13011 S Las Vegas Blvd,89044,35.952828,-115.1760676,4.5,106,Paintball,Escape Games,Active Life,Performing Arts,Arts & Entertainment,,,,,,,,,,
Q_gMPtjsIlLY_aUvck6iSg,Ed Bozarth Chevrolet,5501 Drexel Rd,89130,36.2613084,-115.2504202,3,135,Auto Repair,Car Dealers,Automotive,Auto Parts & Supplies,,,,,,,,,,,
MNaPOkqm2vKeNG8EqkZWCg,Chicago Joe's Restaurant,820 S 4th St,89101,36.1609974,-115.1478836,3.5,246,Italian,Restaurants,,,,,,,,,,,,,
9wM6SK5Q_syHE1P89kyUzQ,Master Spa Foot Massage and Head Shampoo,"4355 Spring Mountain Rd, Ste 206",89102,36.12594663,-115.1976841,4,167,Health & Medical,Reflexology,Day Spas,Massage,Beauty & Spas,Massage Therapy,,,,,,,,,
DYuOxkW4DtlJsTHdxdXSlg,Bahama Breeze,375 Hughes Center Dr,89109,36.11512307,-115.1547196,4,581,Seafood,Restaurants,Laotian,Nightlife,Caribbean,Bars,Latin American,,,,,,,,
znWHLW1pt19HzW1VY6KfCA,Hash House A Go Go,"Rio All-Suite Hotel & Casino, 3700 W. Flamingo Rd",89103,36.11881,-115.18644,3.5,376,American (New),Restaurants,American (Traditional),Breakfast & Brunch,,,,,,,,,,,
Bm8nRUsZ-dK6g2eJLxMTOw,Naka Sushi,"8540 W Lake Mead Blvd, Ste 120",89128,36.19981634,-115.2792916,4,290,Sushi Bars,Japanese,Restaurants,,,,,,,,,,,,
Ehy00JWQixgoXzisVKhvag,Cucina,3720 S Las Vegas Blvd,89158,36.10767672,-115.1750617,4,604,Pizza,Restaurants,Italian,,,,,,,,,,,,
H_FkQxifSo13B2FWjhp36g,Otto Enoteca Pizzeria,"The Venetian, 3355 Las Vegas Blvd S",89109,36.1229174,-115.1685253,3.5,558,Italian,Pizza,Restaurants,,,,,,,,,,,,
w-kAAKasRVMePzORGOJ8HA,Las Vegas Natural History Museum,900 Las Vegas Blvd N,89101,36.179956,-115.133804,4,100,Museums,Arts & Entertainment,,,,,,,,,,,,,
Mh84_j7YmRrAcm0DWV4bUw,Cugino's Italian Deli & Pizza,4550 S Maryland Pkwy,89119,36.1067926,-115.1364723,4.5,493,Italian,Pizza,Restaurants,Delis,,,,,,,,,,,
2vL6xxAxRhJS7LabjjDyhw,The Laundry Room,525 E Fremont St,89101,36.16900861,-115.1396983,4.5,216,Lounges,Nightlife,Speakeasies,Cocktail Bars,Bars,,,,,,,,,,
eJNHwNoCk_hZbK8AeHDZ9g,Nevada Chicken Cafe,"7340 Arroyo Crossing Pkwy, Ste 5",89113,36.0636453,-115.2520481,3.5,238,Chicken Wings,Barbeque,Cafes,Restaurants,American (Traditional),,,,,,,,,,
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,"4810 Spring Mountain Rd, Ste C & D",89102,36.12659258,-115.206306,4,1400,Cajun\/Creole,Seafood,American (Traditional),Restaurants,,,,,,,,,,,
Nm1pBGkT5euNOn29JHwXrQ,The Lion King,"Mandalay Bay Theatre, 3950 Las Vegas Blvd S",89119,36.0930659,-115.1778316,4.5,201,Arts & Entertainment,Performing Arts,,,,,,,,,,,,,
eWKZyDPXdkhrT8v8XD2OrQ,Canyon Ranch SpaClub,"3355 Las Vegas Blvd S, Ste 1159",89109,36.122988,-115.170216,3.5,419,Hair Salons,Active Life,Fitness & Instruction,Gyms,Beauty & Spas,Day Spas,,,,,,,,,
rTS8LsUmNIiXsXydE49tPA,Margaritaville - Las Vegas,3555 Las Vegas Blvd S,89109,36.1163474,-115.1723373,3.5,1169,Bars,American (Traditional),Restaurants,American (New),Nightlife,African,Burgers,Music Venues,Seafood,Arts & Entertainment,,,,,
